parent,id,"Performance Title",composer_text,"Concert Title",original_date,date_start,venue,orchestra
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"11th Concert of the 3rd Season","1st Feb 1860",1860-02-01,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"12th Concert of the 3rd Season","8th Feb 1860",1860-02-08,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"13th Concert of the 3rd Season","22nd Feb 1860",1860-02-22,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"14th Concert of the 3rd Season","29th Feb 1860",1860-02-29,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"15th Concert of the 3rd Season","7th Mar 1860",1860-03-07,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"16th Concert of the 3rd Season","21st Mar 1860",1860-03-21,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"17th Concert of the 3rd Season","28th Mar 1860",1860-03-28,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"18th Concert of the 3rd Season","4th Apr 1860",1860-04-04,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"Concert for the benefit of Charles Hallé","11th Apr 1860",1860-04-11,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"2nd Concert of the 3rd Season","9th Nov 1859",1859-11-09,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"Concert for the benefit of the Band","18th Apr 1860",1860-04-18,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"3rd Concert of the 3rd Season","16th Nov 1859",1859-11-16,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"4th Concert of the 3rd Season","30th Nov 1859",1859-11-30,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"5th Concert of the 3rd Season","7th Dec 1859",1859-12-07,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"6th Concert of the 3rd Season","14th Dec 1859",1859-12-14,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"7th Concert of the 3rd Season","28th Dec 1859",1859-12-28,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"7th Concert of the 3rd Season","28th Dec 1859",1859-12-28,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"7th Concert of the 3rd Season","28th Dec 1859",1859-12-28,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"7th Concert of the 3rd Season","28th Dec 1859",1859-12-28,141,"Hallé Orchestra; 1857-"
