parent,id,"Performance Title",composer_text,"Concert Title",original_date,date_start,orchestra,"Venue Name","Venue Town",seonametown
2679,19544,"Symphony No.5 in C minor, Op.67",Beethoven,NULL,"14th Jan 1950",1950-01-14,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2679,19549,"Concerto for Orchestra",Bartok,NULL,"14th Jan 1950",1950-01-14,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2680,19619,"Susanna's Secret; overture",Wolf-Ferrari,NULL,"17th Feb 1950",1950-02-17,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2680,19620,"Variations on a theme by Haydn (St.Anthony Chorale), Op.56a",Brahms,NULL,"17th Feb 1950",1950-02-17,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2680,19621,"Concerto for Piano No.4 in G major, Op.58",Beethoven,NULL,"17th Feb 1950",1950-02-17,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2680,19622,"Symphony No.9 in E minor (From the New World), Op.95",Dvorak,NULL,"17th Feb 1950",1950-02-17,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2681,19643,"Nocturnes, for orchestra; No.2, Fetes, only",Debussy,NULL,"4th Mar 1950",1950-03-04,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2681,19651,"Thieving Magpie; overture",Rossini,NULL,"4th Mar 1950",1950-03-04,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2681,19652,"Five German Dances, with Coda and Seven Trios, D.90",Schubert,NULL,"4th Mar 1950",1950-03-04,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2681,19653,"Firebird; ballet suite",Stravinsky,NULL,"4th Mar 1950",1950-03-04,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2681,19654,"Moto Perpetuo; alllegro di concerto, Op.11",Paganini,NULL,"4th Mar 1950",1950-03-04,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2681,19655,"Symphony No.5 in E minor, Op.64",Tchaikovsky,NULL,"4th Mar 1950",1950-03-04,"Hallé Orchestra; 1857-","Eastbrook Hall",Bradford,bradford-eastbrook-hall
2682,19307,"Semiramide; overture",Rossini,NULL,"15th Sep 1949",1949-09-15,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2682,19311,"Swan of Tuonela (Lemminkainen Legends, Op.22, No.2)",Sibelius,NULL,"15th Sep 1949",1949-09-15,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2682,19312,"Symphony No.6 in E minor","Vaughan Williams",NULL,"15th Sep 1949",1949-09-15,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2682,19313,"Symphony in D minor",Franck,NULL,"15th Sep 1949",1949-09-15,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2683,19314,"Leonora Overture No.3, Op.72b",Beethoven,NULL,"16th Sep 1949",1949-09-16,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2683,19315,"Mother Goose; suite",Ravel,NULL,"16th Sep 1949",1949-09-16,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2683,19316,"Firebird; ballet suite",Stravinsky,NULL,"16th Sep 1949",1949-09-16,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2683,19317,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"16th Sep 1949",1949-09-16,"Hallé Orchestra; 1857-","Central Hall",Bristol,bristol-central-hall
2684,19832,"Force of Destiny; overture",Verdi,NULL,"4th Jun 1950",1950-06-04,"Hallé Orchestra; 1857-","The Dome",Brighton,brighton-the-dome
2684,19833,"Octet in E flat major, Op.20; scherzo",Mendelssohn,NULL,"4th Jun 1950",1950-06-04,"Hallé Orchestra; 1857-","The Dome",Brighton,brighton-the-dome
2684,19834,"Symphony No.6 in E minor","Vaughan Williams",NULL,"4th Jun 1950",1950-06-04,"Hallé Orchestra; 1857-","The Dome",Brighton,brighton-the-dome
2684,19835,"Symphony No.29 in A major, K.201",Mozart,NULL,"4th Jun 1950",1950-06-04,"Hallé Orchestra; 1857-","The Dome",Brighton,brighton-the-dome
2684,19836,"Swan Lake, ballet suite: 1. Scene; 2. Dance of thr Swans; 3. Scene; 4. Valse",Tchaikovsky,NULL,"4th Jun 1950",1950-06-04,"Hallé Orchestra; 1857-","The Dome",Brighton,brighton-the-dome
2685,19816,"Italian Girl in Algiers; overture",Rossini,NULL,"30th May 1950",1950-05-30,"Hallé Orchestra; 1857-",Guildhall,Cambridge,cambridge-guildhall
2685,19818,"Symphony No.6 in E minor","Vaughan Williams",NULL,"30th May 1950",1950-05-30,"Hallé Orchestra; 1857-",Guildhall,Cambridge,cambridge-guildhall
2685,19819,"Symphony No.4 in E minor, Op.98",Brahms,NULL,"30th May 1950",1950-05-30,"Hallé Orchestra; 1857-",Guildhall,Cambridge,cambridge-guildhall
2685,19820,"Swan of Tuonela (Lemminkainen Legends, Op.22, No.2)",Sibelius,NULL,"30th May 1950",1950-05-30,"Hallé Orchestra; 1857-",Guildhall,Cambridge,cambridge-guildhall
2686,19321,"Leonora Overture No.3, Op.72b",Beethoven,NULL,"18th Sep 1949",1949-09-18,"Hallé Orchestra; 1857-","Empire Theatre",Cardiff,cardiff-empire-theatre
2686,19324,"Mother Goose; suite",Ravel,NULL,"18th Sep 1949",1949-09-18,"Hallé Orchestra; 1857-","Empire Theatre",Cardiff,cardiff-empire-theatre
2686,19325,"Firebird; ballet suite",Stravinsky,NULL,"18th Sep 1949",1949-09-18,"Hallé Orchestra; 1857-","Empire Theatre",Cardiff,cardiff-empire-theatre
2686,19326,"Symphony in D minor",Franck,NULL,"18th Sep 1949",1949-09-18,"Hallé Orchestra; 1857-","Empire Theatre",Cardiff,cardiff-empire-theatre
2687,19906,"Symphony No.5 in B flat, Op.63",Rubbra,NULL,"4th Jul 1950",1950-07-04,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2687,19908,"Symphony No.2 in D major, Op.73",Brahms,NULL,"4th Jul 1950",1950-07-04,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2687,19909,"Fugal Overture","Stevens, Bernard",NULL,"4th Jul 1950",1950-07-04,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2688,19911,"Lady Radnor Suite",Parry,NULL,"5th Jul 1950",1950-07-05,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2688,19912,Symphony,"Fricker, Racine",NULL,"5th Jul 1950",1950-07-05,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2688,19914,"Concerto for 'Cello in E minor, Op.85",Elgar,NULL,"5th Jul 1950",1950-07-05,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2688,19915,"Symphony No.41 in C major (Jupiter), K.551",Mozart,NULL,"5th Jul 1950",1950-07-05,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2689,12931,"Satyricon; overture","Ireland, John",NULL,"6th Jul 1950",1950-07-06,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2689,19916,Symphony,"Alwyn, William",NULL,"6th Jul 1950",1950-07-06,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2689,19917,"Fennimore and Gerda; opera. Entr'acte",Delius,NULL,"6th Jul 1950",1950-07-06,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2689,19918,"Symphony No.6 in E minor","Vaughan Williams",NULL,"6th Jul 1950",1950-07-06,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2690,19919,"Italian Girl in Algiers; overture",Rossini,NULL,"7th Jul 1950",1950-07-07,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2690,19920,"Second Symphony for Strings","Collins, Anthony",NULL,"7th Jul 1950",1950-07-07,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2690,19921,"Concerto for Violin in B minor",Walton,NULL,"7th Jul 1950",1950-07-07,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2690,19922,"Symphony No.2 in D major, Op.43",Sibelius,NULL,"7th Jul 1950",1950-07-07,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2691,19910,"Concertante for Orchestra, with Piano Solo for the Left hand",Bax,NULL,"4th Jul 1950",1950-07-04,"Hallé Orchestra; 1857-","Town Hall",Cheltenham,cheltenham-town-hall
2692,19389,"Oberon; overture",Weber,NULL,"9th Oct 1949",1949-10-09,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2692,19390,"Symphony No.29 in A major, K.201",Mozart,NULL,"9th Oct 1949",1949-10-09,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2692,19391,"Firebird; ballet suite",Stravinsky,NULL,"9th Oct 1949",1949-10-09,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2692,19392,"Symphony in D minor",Franck,NULL,"9th Oct 1949",1949-10-09,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2693,19557,"Leonora Overture No.3, Op.72b",Beethoven,NULL,"22nd Jan 1950",1950-01-22,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2693,19558,"Mother Goose; suite",Ravel,NULL,"22nd Jan 1950",1950-01-22,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2693,19559,"Romeo and Juliet; fantasy overture",Tchaikovsky,NULL,"22nd Jan 1950",1950-01-22,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2693,19560,"Symphony No.2 in D major, Op.43",Sibelius,NULL,"22nd Jan 1950",1950-01-22,"Hallé Orchestra; 1857-","Gaumont Theatre",Chester,chester-gaumont-theatre
2694,19332,"Prince Igor; overture",Borodin,NULL,"25th Sep 1949",1949-09-25,"Hallé Orchestra; 1857-","Empire Theatre",Dewsbury,dewsbury-empire-theatre
2694,19333,"Octet in E flat major, Op.20; scherzo",Mendelssohn,NULL,"25th Sep 1949",1949-09-25,"Hallé Orchestra; 1857-","Empire Theatre",Dewsbury,dewsbury-empire-theatre
2694,19334,"Symphony No.7 in A major, Op.92",Beethoven,NULL,"25th Sep 1949",1949-09-25,"Hallé Orchestra; 1857-","Empire Theatre",Dewsbury,dewsbury-empire-theatre
2694,19335,"William Tell; ballet music",Rossini,NULL,"25th Sep 1949",1949-09-25,"Hallé Orchestra; 1857-","Empire Theatre",Dewsbury,dewsbury-empire-theatre
2694,19336,"Mother Goose; suite",Ravel,NULL,"25th Sep 1949",1949-09-25,"Hallé Orchestra; 1857-","Empire Theatre",Dewsbury,dewsbury-empire-theatre
2694,19337,"Tannhauser; Act I, Prelude",Wagner,NULL,"25th Sep 1949",1949-09-25,"Hallé Orchestra; 1857-","Empire Theatre",Dewsbury,dewsbury-empire-theatre
2695,19282,"Thieving Magpie; overture",Rossini,NULL,"3rd Sep 1949",1949-09-03,"Hallé Orchestra; 1857-","Theatre Royal",Dublin,dublin-theatre-royal
2695,19283,"Swan of Tuonela (Lemminkainen Legends, Op.22, No.2)",Sibelius,NULL,"3rd Sep 1949",1949-09-03,"Hallé Orchestra; 1857-","Theatre Royal",Dublin,dublin-theatre-royal
2695,19284,"Symphony No.6 in E minor","Vaughan Williams",NULL,"3rd Sep 1949",1949-09-03,"Hallé Orchestra; 1857-","Theatre Royal",Dublin,dublin-theatre-royal
2695,19285,"Symphony No.7 in A major, Op.92",Beethoven,NULL,"3rd Sep 1949",1949-09-03,"Hallé Orchestra; 1857-","Theatre Royal",Dublin,dublin-theatre-royal
2696,19886,"Hebrides Overture (Fingal's Cave), Op.26",Mendelssohn,NULL,"22nd Jun 1950",1950-06-22,"Hallé Orchestra; 1857-","Caird Hall",Dundee,dundee-caird-hall
2696,19887,"Symphony No.40 in G minor, K.550",Mozart,NULL,"22nd Jun 1950",1950-06-22,"Hallé Orchestra; 1857-","Caird Hall",Dundee,dundee-caird-hall
2696,19888,"Don Juan; symphonic poem, Op.20","Strauss, Richard",NULL,"22nd Jun 1950",1950-06-22,"Hallé Orchestra; 1857-","Caird Hall",Dundee,dundee-caird-hall
2696,19889,"Swan Lake, ballet suite",Tchaikovsky,NULL,"22nd Jun 1950",1950-06-22,"Hallé Orchestra; 1857-","Caird Hall",Dundee,dundee-caird-hall
2696,19890,"Serenade to Music","Vaughan Williams",NULL,"22nd Jun 1950",1950-06-22,"Hallé Orchestra; 1857-","Caird Hall",Dundee,dundee-caird-hall
2696,19891,"Tannhauser; overture",Wagner,NULL,"22nd Jun 1950",1950-06-22,"Hallé Orchestra; 1857-","Caird Hall",Dundee,dundee-caird-hall
2697,19837,"Consecration of the House Overture",Beethoven,NULL,"12th Jun 1950",1950-06-12,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2697,19838,"Symphony No.2 in D major, Op.36",Beethoven,NULL,"12th Jun 1950",1950-06-12,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2697,19846,"Egmont; overture",Beethoven,NULL,"12th Jun 1950",1950-06-12,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2697,19847,"Symphony No.7 in A major, Op.92",Beethoven,NULL,"12th Jun 1950",1950-06-12,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2698,19848,"Marriage of Figaro; overture",Mozart,NULL,"13th Jun 1950",1950-06-13,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2698,19849,"Prelude a L'Apres-midi d'un Faune",Debussy,NULL,"13th Jun 1950",1950-06-13,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2698,19850,"Concerto for Orchestra",Bartok,NULL,"13th Jun 1950",1950-06-13,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2698,19851,"Concerto for Piano in A minor, Op.16",Grieg,NULL,"13th Jun 1950",1950-06-13,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2698,19852,"Don Juan; symphonic poem, Op.20","Strauss, Richard",NULL,"13th Jun 1950",1950-06-13,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2699,19853,"Coppelia; ballet. Prelude & Mazurka",Delibes,NULL,"14th Jun 1950",1950-06-14,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2699,19854,"Henry VIII; incidental music. Three Dances","German, Edward",NULL,"14th Jun 1950",1950-06-14,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2699,19856,"Daphnis and Chloe; ballet suite No 2",Ravel,NULL,"14th Jun 1950",1950-06-14,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2699,19857,"Sheherazade; symphonic suite, Op.35",Rimsky-Korsakov,NULL,"14th Jun 1950",1950-06-14,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2699,29077,"La Boutique Fantasque; ballet suite","Rossini (arr.Respighi)",NULL,"14th Jun 1950",1950-06-14,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2700,19858,"Marche Slav",Tchaikovsky,NULL,"15th Jun 1950",1950-06-15,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2700,19859,"Suite No4: Mozartiana. Munuet & Prayer",Tchaikovsky,NULL,"15th Jun 1950",1950-06-15,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2700,19860,"Romeo and Juliet; fantasy overture",Tchaikovsky,NULL,"15th Jun 1950",1950-06-15,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2700,19861,"Symphony No.4 in F minor, Op.36",Tchaikovsky,NULL,"15th Jun 1950",1950-06-15,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2701,19862,"Night in Vienna; overture","Strauss, Johann 11",NULL,"16th Jun 1950",1950-06-16,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2701,19863,"Five German Dances, with Coda and Seven Trios, D.90",Schubert,NULL,"16th Jun 1950",1950-06-16,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2701,19864,"Symphony No.88 in G major (Letter V), Op.56, No.2",Haydn,NULL,"16th Jun 1950",1950-06-16,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2701,19865,"Die Fledermaus (The Bat); overture","Strauss, Johann (11)",NULL,"16th Jun 1950",1950-06-16,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2701,19866,"Emperor Waltz (Kaiser Waltz), Op.437","Strauss, Johann (11)",NULL,"16th Jun 1950",1950-06-16,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2701,19867,"Der Rosenkavalier; suite","Strauss, Richard",NULL,"16th Jun 1950",1950-06-16,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2702,19868,"Thieving Magpie; overture",Rossini,NULL,"17th Jun 1950",1950-06-17,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2702,19869,"A Song Before Sunrise",Delius,NULL,"17th Jun 1950",1950-06-17,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2702,19870,"Symphony No.40 in G minor, K.550",Mozart,NULL,"17th Jun 1950",1950-06-17,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2702,19871,"Swan Lake, ballet suite",Tchaikovsky,NULL,"17th Jun 1950",1950-06-17,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2702,19872,"Symphony No.1 in C minor, Op.68",Brahms,NULL,"17th Jun 1950",1950-06-17,"Hallé Orchestra; 1857-","Usher Hall",Edinburgh,edinburgh-usher-hall
2703,19892,"Marriage of Figaro; overture",Mozart,NULL,"23rd Jun 1950",1950-06-23,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2703,19893,"Prelude a L'Apres-midi d'un Faune",Debussy,NULL,"23rd Jun 1950",1950-06-23,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2703,19894,"Concerto for Orchestra",Bartok,NULL,"23rd Jun 1950",1950-06-23,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2703,19895,"Concerto for Piano in A minor, Op.16",Grieg,NULL,"23rd Jun 1950",1950-06-23,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2703,19896,"Don Juan; symphonic poem, Op.20","Strauss, Richard",NULL,"23rd Jun 1950",1950-06-23,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2704,19897,"Egmont; overture",Beethoven,NULL,"24th Jun 1950",1950-06-24,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2704,19898,"Serenade to Music","Vaughan Williams",NULL,"24th Jun 1950",1950-06-24,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2704,19899,"Symphony No.88 in G major (Letter V), Op.56, No.2",Haydn,NULL,"24th Jun 1950",1950-06-24,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2704,19900,"Symphony No.2 in D major, Op.43",Sibelius,NULL,"24th Jun 1950",1950-06-24,"Hallé Orchestra; 1857-","St Andrew's Hall",Glasgow,glasgow-st-andrew's-hall
2705,19291,"Morning, Noon and Night in Vienna; overture",Suppe,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2705,19292,"Fantasia on Greensleeves, for flute, harp and strings","Vaughan Williams",NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2705,19293,"Nutcracker; March, and, Dance of the Sugar Plum Fairy",Tchaikovsky,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2705,19294,"Symphony No.4 in A major (Italian); Saltarello",Mendelssohn,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2705,19295,"Koanga; opera. La Calinda",Delius,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2705,19296,"Tales from the Vienna Woods; waltz, Op.325","Strauss, Johann (11)",NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2705,19297,"Hungarian March",Berlioz,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2706,19298,"Overture di Ballo",Sullivan,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2706,19299,"Carmen; suite",Bizet,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2706,30267,"Concerto for Piano in A minor, Op.54",Schumann,NULL,"9th Sep 1949",1949-09-09,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,19474,"Die Fledermaus (The Bat); overture","Strauss, Johann (11)",NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,19477,"Norwegian Dance No2",Grieg,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,19478,"The Londonderry Air, for strings & harp","Anon. Arr Grainger",NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,19479,"Hungarian Dance (in G)",Brahms,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,19480,"Pomp and Circumstance; military march, No.4 in G major, Op.39, No.4",Elgar,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,30268,"Symphony No.4 in F minor; 3rd mvt (Scherzo)",Tchaikovsky,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2707,33125,"Music for the Royal Fireworks; overture, bourree, minuet and finale",Handel,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2708,19481,"Bartered Bride; overture",Smetana,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2708,19482,"Metamorphosen; a study for 23 solo strings","Strauss, Richard",NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2708,19483,"Daphnis and Chloe; ballet suite No 2",Ravel,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2708,19484,"Symphony No.2 in D major, Op.43",Sibelius,NULL,"1st Dec 1949",1949-12-01,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,19586,"Merry Wives of Windsor; overture",Nicolai,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,19587,"Arriival of the Queen of Sheba",Handel,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,19588,"Symphony No.8 in G major; Scherzo",Dvorak,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,19590,"Roses from the South; waltz, Op.388","Strauss, Johann (11)",NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,19591,"Pizzicato Polka","Strauss, Johann (11) and Strauss, Josef",NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,19592,"Three Bears; musical fantasy",Coates,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2709,29392,"Peer Gynt Suite, No.1; 3, Anitra's Dance, and, 4, In the Hall of the Mountain King",Grieg,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2710,19602,"Susanna's Secret; overture",Wolf-Ferrari,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2710,19603,"Variations on a theme by Haydn (St.Anthony Chorale), Op.56a",Brahms,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2710,19604,"Concerto for Piano No.4 in G major, Op.58",Beethoven,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2710,19605,"Symphony No.9 in E minor (From the New World), Op.95",Dvorak,NULL,"8th Feb 1950",1950-02-08,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2711,19686,"Der Freischutz; overture",Weber,NULL,"31st Mar 1950",1950-03-31,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2711,19689,"Symphony No.7 in A major, Op.92",Beethoven,NULL,"31st Mar 1950",1950-03-31,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2711,19690,"Symphony No.6 in E minor","Vaughan Williams",NULL,"31st Mar 1950",1950-03-31,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2711,28535,"Nocturnes, for orchestra; No.1, Nuages, and, No.2, Fetes, only",Debussy,NULL,"31st Mar 1950",1950-03-31,"Hallé Orchestra; 1857-","Victoria Hall",Hanley,hanley-victoria-hall
2712,19923,"Consecration of the House Overture",Beethoven,NULL,"10th Jul 1950",1950-07-10,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
2712,19924,"Symphony No.2 in D major, Op.36",Beethoven,NULL,"10th Jul 1950",1950-07-10,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
2712,19925,"Creatures of Prometheus; overture",Beethoven,NULL,"10th Jul 1950",1950-07-10,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
2712,19926,"Symphony No.7 in A major, Op.92",Beethoven,NULL,"10th Jul 1950",1950-07-10,"Hallé Orchestra; 1857-","The Royal Hall",Harrogate,harrogate-the-royal-hall
